Identifier,Description,Source,Publisher,Year,Topic
BL_yr_sch65_69F,Years of Schooling - 65_69 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri65_69F,Years of Primary Schooling - 65_69 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec65_69F,Years of Secondary Schooling - 65_69 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter65_69F,Years of Tertiary Schooling - 65_69 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch70_74F,Years of Schooling - 70_74 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri70_74F,Years of Primary Schooling - 70_74 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec70_74F,Years of Secondary Schooling - 70_74 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter70_74F,Years of Tertiary Schooling - 70_74 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch75_99F,Years of Schooling - 75_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri75_99F,Years of Primary Schooling - 75_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec75_99F,Years of Secondary Schooling - 75_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter75_99F,Years of Tertiary Schooling - 75_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch15_19M,Years of Schooling - 15_19 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri15_19M,Years of Primary Schooling - 15_19 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec15_19M,Years of Secondary Schooling - 15_19 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter15_19M,Years of Tertiary Schooling - 15_19 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch20_24M,Years of Schooling - 20_24 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri20_24M,Years of Primary Schooling - 20_24 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec20_24M,Years of Secondary Schooling - 20_24 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter20_24M,Years of Tertiary Schooling - 20_24 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch25_29M,Years of Schooling - 25_29 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri25_29M,Years of Primary Schooling - 25_29 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec25_29M,Years of Secondary Schooling - 25_29 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter25_29M,Years of Tertiary Schooling - 25_29 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch25_99M,Years of Schooling - 25_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri25_99M,Years of Primary Schooling - 25_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec25_99M,Years of Secondary Schooling - 25_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter25_99M,Years of Tertiary Schooling - 25_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch30_34M,Years of Schooling - 30_34 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri30_34M,Years of Primary Schooling - 30_34 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec30_34M,Years of Secondary Schooling - 30_34 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter30_34M,Years of Tertiary Schooling - 30_34 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch35_39M,Years of Schooling - 35_39 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri35_39M,Years of Primary Schooling - 35_39 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec35_39M,Years of Secondary Schooling - 35_39 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter35_39M,Years of Tertiary Schooling - 35_39 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch40_44M,Years of Schooling - 40_44 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri40_44M,Years of Primary Schooling - 40_44 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec40_44M,Years of Secondary Schooling - 40_44 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter40_44M,Years of Tertiary Schooling - 40_44 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch45_49M,Years of Schooling - 45_49 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri45_49M,Years of Primary Schooling - 45_49 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec45_49M,Years of Secondary Schooling - 45_49 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter45_49M,Years of Tertiary Schooling - 45_49 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch50_54M,Years of Schooling - 50_54 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri50_54M,Years of Primary Schooling - 50_54 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec50_54M,Years of Secondary Schooling - 50_54 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter50_54M,Years of Tertiary Schooling - 50_54 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch55_59M,Years of Schooling - 55_59 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri55_59M,Years of Primary Schooling - 55_59 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec55_59M,Years of Secondary Schooling - 55_59 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter55_59M,Years of Tertiary Schooling - 55_59 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch60_64M,Years of Schooling - 60_64 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri60_64M,Years of Primary Schooling - 60_64 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec60_64M,Years of Secondary Schooling - 60_64 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter60_64M,Years of Tertiary Schooling - 60_64 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch65_69M,Years of Schooling - 65_69 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri65_69M,Years of Primary Schooling - 65_69 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec65_69M,Years of Secondary Schooling - 65_69 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter65_69M,Years of Tertiary Schooling - 65_69 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch70_74M,Years of Schooling - 70_74 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri70_74M,Years of Primary Schooling - 70_74 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec70_74M,Years of Secondary Schooling - 70_74 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter70_74M,Years of Tertiary Schooling - 70_74 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch75_99M,Years of Schooling - 75_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_pri75_99M,Years of Primary Schooling - 75_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_sec75_99M,Years of Secondary Schooling - 75_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_yr_sch_ter75_99M,Years of Tertiary Schooling - 75_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop15_99MF,Population - All Ages - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop15_99F,Population - All Ages - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop15_99M,Population - All Ages - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop15_19MF,Population - 15_19 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop20_24MF,Population - 20_24 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop25_29MF,Population - 25_29 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop25_99MF,Population - 25_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop30_34MF,Population - 30_34 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop35_39MF,Population - 35_39 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop40_44MF,Population - 40_44 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop45_49MF,Population - 45_49 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop50_54MF,Population - 50_54 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop55_59MF,Population - 55_59 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop60_64MF,Population - 60_64 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop65_69MF,Population - 65_69 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop70_74MF,Population - 70_74 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop75_99MF,Population - 75_99 - MF,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop15_19F,Population - 15_19 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop20_24F,Population - 20_24 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop25_29F,Population - 25_29 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop25_99F,Population - 25_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop30_34F,Population - 30_34 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop35_39F,Population - 35_39 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop40_44F,Population - 40_44 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop45_49F,Population - 45_49 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop50_54F,Population - 50_54 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop55_59F,Population - 55_59 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop60_64F,Population - 60_64 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop65_69F,Population - 65_69 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop70_74F,Population - 70_74 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop75_99F,Population - 75_99 - F,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop15_19M,Population - 15_19 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop20_24M,Population - 20_24 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop25_29M,Population - 25_29 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop25_99M,Population - 25_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop30_34M,Population - 30_34 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop35_39M,Population - 35_39 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop40_44M,Population - 40_44 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop45_49M,Population - 45_49 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop50_54M,Population - 50_54 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop55_59M,Population - 55_59 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop60_64M,Population - 60_64 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop65_69M,Population - 65_69 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop70_74M,Population - 70_74 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
BL_pop75_99M,Population - 75_99 - M,Barro-Lee Educational Attainment Dataset,"Barro-Lee, Korea Research Foundation",2013,Education
ES_accesstofinance_ALL,Access to finance - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstoland_ALL,Access to land - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_licensingandpermits_ALL,Business licensing and permits - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_corruption_ALL,Corruption - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_courts_ALL,Courts - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_crimetheftanddisorder_ALL,"Crime, theft and disorder - All Firms",The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_customstraderegulations_ALL,Customs and trade regulations - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_electricity_ALL,Electricity - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_workforcetraining_ALL,Inadequately educated workforce - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_laborregulations_ALL,Labor regulations - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_politicalinstability_ALL,Political instability - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_practicesofinformality_ALL,Practices of the informal sector - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxsystem_ALL,Tax administration - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxrates_ALL,Tax rates - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_transportation_ALL,Transportation - All Firms,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstofinance_MFT,Access to finance - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstoland_MFT,Access to land - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_licensingandpermits_MFT,Business licensing and permits - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_corruption_MFT,Corruption - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_courts_MFT,Courts - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_crimetheftanddisorder_MFT,"Crime, theft and disorder - Manufacturing Sector",The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_customstraderegulations_MFT,Customs and trade regulations - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_electricity_MFT,Electricity - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_workforcetraining_MFT,Inadequately educated workforce - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_laborregulations_MFT,Labor regulations - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_politicalinstability_MFT,Political instability - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_practicesofinformality_MFT,Practices of the informal sector - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxsystem_MFT,Tax administration - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxrates_MFT,Tax rates - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_transportation_MFT,Transportation - Manufacturing Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstofinance_SVC,Access to finance - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstoland_SVC,Access to land - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_licensingandpermits_SVC,Business licensing and permits - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_corruption_SVC,Corruption - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_courts_SVC,Courts - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_crimetheftanddisorder_SVC,"Crime, theft and disorder - Service Sector",The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_customstraderegulations_SVC,Customs and trade regulations - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_electricity_SVC,Electricity - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_workforcetraining_SVC,Inadequately educated workforce - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_laborregulations_SVC,Labor regulations - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_politicalinstability_SVC,Political instability - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_practicesofinformality_SVC,Practices of the informal sector - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxsystem_SVC,Tax administration - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxrates_SVC,Tax rates - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_transportation_SVC,Transportation - Service Sector,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstofinance_EXP,Access to finance - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstoland_EXP,Access to land - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_licensingandpermits_EXP,Business licensing and permits - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_corruption_EXP,Corruption - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_courts_EXP,Courts - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_crimetheftanddisorder_EXP,"Crime, theft and disorder - Exporters (>10% sales)",The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_customstraderegulations_EXP,Customs and trade regulations - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_electricity_EXP,Electricity - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_workforcetraining_EXP,Inadequately educated workforce - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_laborregulations_EXP,Labor regulations - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_politicalinstability_EXP,Political instability - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_practicesofinformality_EXP,Practices of the informal sector - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxsystem_EXP,Tax administration - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxrates_EXP,Tax rates - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_transportation_EXP,Transportation - Exporters (>10% sales),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstofinance_FGN,Access to finance - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstoland_FGN,Access to land - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_licensingandpermits_FGN,Business licensing and permits - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_corruption_FGN,Corruption - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_courts_FGN,Courts - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_crimetheftanddisorder_FGN,"Crime, theft and disorder - Foreign Owners (>10% shares)",The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_customstraderegulations_FGN,Customs and trade regulations - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_electricity_FGN,Electricity - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_workforcetraining_FGN,Inadequately educated workforce - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_laborregulations_FGN,Labor regulations - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_politicalinstability_FGN,Political instability - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_practicesofinformality_FGN,Practices of the informal sector - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxsystem_FGN,Tax administration - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxrates_FGN,Tax rates - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_transportation_FGN,Transportation - Foreign Owners (>10% shares),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstofinance_SML,Access to finance - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstoland_SML,Access to land - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_licensingandpermits_SML,Business licensing and permits - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_corruption_SML,Corruption - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_courts_SML,Courts - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_crimetheftanddisorder_SML,"Crime, theft and disorder - Small (5-19)",The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_customstraderegulations_SML,Customs and trade regulations - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_electricity_SML,Electricity - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_workforcetraining_SML,Inadequately educated workforce - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_laborregulations_SML,Labor regulations - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_politicalinstability_SML,Political instability - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_practicesofinformality_SML,Practices of the informal sector - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxsystem_SML,Tax administration - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
